BR,HR,RRI,MOVING,DETECT,NO_ONE,STABLE
-0.000326167,80,0.75,Y,Y,Y,Y
-0.000248118,80,0.75,Y,Y,Y,Y
-0.000175816,75,0.8,Y,Y,Y,Y
-0.000101632,80,0.75,Y,Y,Y,Y
-0.0000152,80,0.75,Y,Y,Y,Y
0.000077,80,0.75,Y,Y,Y,Y
0.000149176,80,0.75,Y,Y,Y,Y
0.000196532,80,0.75,Y,Y,Y,Y
0.000248544,70.59,0.85,Y,Y,Y,Y
0.00030597,80,0.75,Y,Y,Y,Y
0.000315038,85.71,0.7,Y,Y,Y,Y
0.000267679,57.14,1.05,Y,Y,Y,Y
0.000247679,109.09,0.55,Y,Y,Y,Y
0.000290763,85.71,0.7,Y,Y,Y,Y
0.000335932,85.71,0.7,Y,Y,Y,Y
0.000346858,85.71,0.7,Y,Y,Y,Y
0.000338238,75,0.8,Y,Y,Y,Y
0.000325126,75,0.8,Y,Y,Y,Y
0.000313903,200,0.3,Y,Y,Y,Y
0.000313905,46.15,1.3,Y,Y,Y,Y
0.000329257,57.14,1.05,Y,Y,Y,Y
0.000342912,133.33,0.45,Y,Y,Y,Y
0.000342553,54.55,1.1,Y,Y,Y,Y
0.00034143,120,0.5,Y,Y,Y,Y
0.000366403,85.71,0.7,Y,Y,Y,Y
0.000421294,80,0.75,Y,Y,Y,Y
0.000455012,85.71,0.7,Y,Y,Y,Y
0.000438218,54.55,1.1,Y,Y,Y,Y
0.000434411,50,1.2,Y,Y,Y,Y
0.000494422,80,0.75,Y,Y,Y,Y
0.000581186,75,0.8,Y,Y,Y,Y
0.00064846,66.67,0.9,Y,Y,Y,Y
0.000693509,75,0.8,Y,Y,Y,Y
0.000735035,240,0.25,Y,Y,Y,Y
0.00079081,48,1.25,Y,Y,Y,Y
0.000870382,80,0.75,Y,Y,Y,Y
0.000963871,70.59,0.85,Y,Y,Y,Y
0.001043851,85.71,0.7,Y,Y,Y,Y
0.001089077,42.86,1.4,Y,Y,Y,Y
0.00110996,40,1.5,Y,Y,Y,Y
0.001147425,75,0.8,Y,Y,Y,Y
0.001199128,200,0.3,Y,Y,Y,Y
0.001196372,54.55,1.1,Y,Y,Y,Y
0.001129924,66.67,0.9,Y,Y,Y,Y
0.001077392,80,0.75,Y,Y,Y,Y
0.001066677,80,0.75,Y,Y,Y,Y
0.001051828,75,0.8,Y,Y,Y,Y
0.000995882,54.55,1.1,Y,Y,Y,Y
0.000891032,120,0.5,Y,Y,Y,Y
0.000752481,80,0.75,Y,Y,Y,Y
0.000597906,85.71,0.7,Y,Y,Y,Y
0.000434596,80,0.75,Y,Y,Y,Y
0.000261595,70.59,0.85,Y,Y,Y,Y
0.0000555,70.59,0.85,Y,Y,Y,Y
-0.000185447,75,0.8,Y,Y,Y,Y
-0.000413696,40,1.5,Y,Y,Y,Y
-0.000623007,80,0.75,Y,Y,Y,Y
-0.000866386,75,0.8,Y,Y,Y,Y
-0.001123789,80,0.75,Y,Y,Y,Y
-0.001316774,80,0.75,Y,Y,Y,Y
-0.00144655,85.71,0.7,Y,Y,Y,Y
-0.001566771,57.14,1.05,Y,Y,Y,Y
-0.001690299,48,1.25,Y,Y,Y,Y
-0.00179837,75,0.8,Y,Y,Y,Y
-0.001876458,75,0.8,Y,Y,Y,Y
-0.001916038,70.59,0.85,Y,Y,Y,Y
-0.001921654,75,0.8,Y,Y,Y,Y
-0.001902145,200,0.3,Y,Y,Y,Y
-0.001862478,48,1.25,Y,Y,Y,Y
-0.001813775,54.55,1.1,Y,Y,Y,Y
-0.001752241,75,0.8,Y,Y,Y,Y
-0.00167463,120,0.5,Y,Y,Y,Y
-0.001608756,85.71,0.7,Y,Y,Y,Y
-0.001551161,75,0.8,Y,Y,Y,Y
-0.001454418,70.59,0.85,Y,Y,Y,Y
-0.00130829,80,0.75,Y,Y,Y,Y
-0.001154605,200,0.3,Y,Y,Y,Y
-0.001022101,50,1.2,Y,Y,Y,Y
-0.000899015,75,0.8,Y,Y,Y,Y
-0.000767944,75,0.8,Y,Y,Y,Y
-0.00062569,80,0.75,Y,Y,Y,Y
-0.00047561,80,0.75,Y,Y,Y,Y
-0.000320316,80,0.75,Y,Y,Y,Y
-0.000179363,66.67,0.9,Y,Y,Y,Y
-0.0000695,80,0.75,Y,Y,Y,Y
0.0000288,75,0.8,Y,Y,Y,Y
0.000137658,70.59,0.85,Y,Y,Y,Y
0.000233303,70.59,0.85,Y,Y,Y,Y
0.000266004,75,0.8,Y,Y,Y,Y
0.000262937,200,0.3,Y,Y,Y,Y
0.000299243,50,1.2,Y,Y,Y,Y
0.000374511,75,0.8,Y,Y,Y,Y
0.000437901,70.59,0.85,Y,Y,Y,Y
0.000465904,80,0.75,Y,Y,Y,Y
0.000470573,75,0.8,Y,Y,Y,Y
0.000476687,80,0.75,Y,Y,Y,Y
0.000503357,54.55,1.1,Y,Y,Y,Y
0.000550997,52.17,1.15,Y,Y,Y,Y
0.000606609,42.86,1.4,Y,Y,Y,Y
0.000659139,66.67,0.9,Y,Y,Y,Y
0.00070553,80,0.75,Y,Y,Y,Y
0.000753888,200,0.3,Y,Y,Y,Y
0.000831069,50,1.2,Y,Y,Y,Y
0.000934325,109.09,0.55,Y,Y,Y,Y
0.001002096,100,0.6,Y,Y,Y,Y
0.001023217,44.44,1.35,Y,Y,Y,Y
0.001070113,80,0.75,Y,Y,Y,Y
0.001165354,80,0.75,Y,Y,Y,Y
0.001259087,80,0.75,Y,Y,Y,Y
0.001321647,200,0.3,Y,Y,Y,Y
0.001350134,50,1.2,Y,Y,Y,Y
0.001358519,92.31,0.65,Y,Y,Y,Y
0.001376952,80,0.75,Y,Y,Y,Y
0.001412277,80,0.75,Y,Y,Y,Y
0.001440259,80,0.75,Y,Y,Y,Y
0.001435464,70.59,0.85,Y,Y,Y,Y
0.001381099,42.86,1.4,Y,Y,Y,Y
0.001291308,75,0.8,Y,Y,Y,Y
0.001212877,57.14,1.05,Y,Y,Y,Y
0.001119334,48,1.25,Y,Y,Y,Y
0.000933997,75,0.8,Y,Y,Y,Y
0.000699129,70.59,0.85,Y,Y,Y,Y
0.000514165,75,0.8,Y,Y,Y,Y
0.000365576,240,0.25,Y,Y,Y,Y
0.000184214,120,0.5,Y,Y,Y,Y
-0.0000249,80,0.75,Y,Y,Y,Y
-0.000226856,70.59,0.85,Y,Y,Y,Y
-0.000422812,240,0.25,Y,Y,Y,Y
-0.000607178,109.09,0.55,Y,Y,Y,Y
-0.000756039,80,0.75,Y,Y,Y,Y
-0.000868035,85.71,0.7,Y,Y,Y,Y
-0.000967423,80,0.75,Y,Y,Y,Y
-0.001072596,54.55,1.1,Y,Y,Y,Y
-0.001165122,133.33,0.45,Y,Y,Y,Y
-0.001214184,200,0.3,Y,Y,Y,Y
-0.001254921,133.33,0.45,Y,Y,Y,Y
-0.001343693,80,0.75,Y,Y,Y,Y
-0.001439197,80,0.75,Y,Y,Y,Y
-0.001466244,75,0.8,Y,Y,Y,Y
-0.001438999,75,0.8,Y,Y,Y,Y
-0.001409898,52.17,1.15,Y,Y,Y,Y
-0.00138332,52.17,1.15,Y,Y,Y,Y
-0.001335641,54.55,1.1,Y,Y,Y,Y
-0.001256054,133.33,0.45,Y,Y,Y,Y
-0.001146266,80,0.75,Y,Y,Y,Y
-0.001014289,80,0.75,Y,Y,Y,Y
-0.000876583,75,0.8,Y,Y,Y,Y
-0.000748244,75,0.8,Y,Y,Y,Y
-0.000635996,70.59,0.85,Y,Y,Y,Y
-0.000525435,85.71,0.7,Y,Y,Y,Y
-0.000394005,80,0.75,Y,Y,Y,Y
-0.000265781,75,0.8,Y,Y,Y,Y
-0.000194407,75,0.8,Y,Y,Y,Y
-0.000169196,80,0.75,Y,Y,Y,Y
-0.000115932,85.71,0.7,Y,Y,Y,Y
-0.0000116,75,0.8,Y,Y,Y,Y
0.0000897,75,0.8,Y,Y,Y,Y
0.000150048,75,0.8,Y,Y,Y,Y
0.000182576,80,0.75,Y,Y,Y,Y
0.000210037,200,0.3,Y,Y,Y,Y
0.000241586,48,1.25,Y,Y,Y,Y
0.000284642,80,0.75,Y,Y,Y,Y
0.000336784,44.44,1.35,Y,Y,Y,Y
0.000377932,38.71,1.55,Y,Y,Y,Y
0.000395767,85.71,0.7,Y,Y,Y,Y
0.000402217,80,0.75,Y,Y,Y,Y
0.000422951,75,0.8,Y,Y,Y,Y
0.00046782,75,0.8,Y,Y,Y,Y
0.000502979,57.14,1.05,Y,Y,Y,Y
0.000477327,52.17,1.15,Y,Y,Y,Y
0.0004161,70.59,0.85,Y,Y,Y,Y
0.000417256,80,0.75,Y,Y,Y,Y
0.000506727,80,0.75,Y,Y,Y,Y
0.000614767,75,0.8,Y,Y,Y,Y
0.000685977,75,0.8,Y,Y,Y,Y
0.000718287,75,0.8,Y,Y,Y,Y
0.000742179,80,0.75,Y,Y,Y,Y
0.000793561,80,0.75,Y,Y,Y,Y
0.000884867,80,0.75,Y,Y,Y,Y
0.000987898,75,0.8,Y,Y,Y,Y
0.001063345,70.59,0.85,Y,Y,Y,Y
0.001103852,200,0.3,Y,Y,Y,Y
0.001124366,120,0.5,Y,Y,Y,Y
0.001155776,80,0.75,Y,Y,Y,Y
0.00123018,75,0.8,Y,Y,Y,Y
0.001303849,70.59,0.85,Y,Y,Y,Y
0.001296377,75,0.8,Y,Y,Y,Y
0.001243924,80,0.75,Y,Y,Y,Y
0.001245559,80,0.75,Y,Y,Y,Y
0.00130087,75,0.8,Y,Y,Y,Y
0.00133605,200,0.3,Y,Y,Y,Y
0.001317082,46.15,1.3,Y,Y,Y,Y
0.001260277,80,0.75,Y,Y,Y,Y
0.001189949,75,0.8,Y,Y,Y,Y
0.001128364,75,0.8,Y,Y,Y,Y
0.001068583,200,0.3,Y,Y,Y,Y
0.000965406,120,0.5,Y,Y,Y,Y
0.000784997,75,0.8,Y,Y,Y,Y
0.00053579,80,0.75,Y,Y,Y,Y
0.000273034,80,0.75,Y,Y,Y,Y
0.0000294,75,0.8,Y,Y,Y,Y
-0.000243402,80,0.75,Y,Y,Y,Y
-0.000556246,80,0.75,Y,Y,Y,Y
-0.000839044,80,0.75,Y,Y,Y,Y
-0.001068345,80,0.75,Y,Y,Y,Y
-0.00128041,80,0.75,Y,Y,Y,Y
-0.001483531,80,0.75,Y,Y,Y,Y
-0.00166274,150,0.4,Y,Y,Y,Y
-0.001815733,52.17,1.15,Y,Y,Y,Y
-0.001938995,80,0.75,Y,Y,Y,Y
-0.002025306,80,0.75,Y,Y,Y,Y
-0.00206339,54.55,1.1,Y,Y,Y,Y
-0.002055821,50,1.2,Y,Y,Y,Y
-0.002036277,41.38,1.45,Y,Y,Y,Y
-0.002015629,70.59,0.85,Y,Y,Y,Y
-0.001969885,80,0.75,Y,Y,Y,Y
-0.001916423,40,1.5,Y,Y,Y,Y
-0.001881882,75,0.8,Y,Y,Y,Y
-0.001817688,75,0.8,Y,Y,Y,Y
-0.001689768,80,0.75,Y,Y,Y,Y
-0.001537333,240,0.25,Y,Y,Y,Y
-0.001394952,133.33,0.45,Y,Y,Y,Y
-0.0012655,60,1,Y,Y,Y,Y
-0.001132905,50,1.2,Y,Y,Y,Y
-0.000982224,200,0.3,Y,Y,Y,Y
-0.000818361,50,1.2,Y,Y,Y,Y
-0.000656225,80,0.75,Y,Y,Y,Y
-0.000507696,80,0.75,Y,Y,Y,Y
-0.000379013,54.55,1.1,Y,Y,Y,Y
-0.000265954,109.09,0.55,Y,Y,Y,Y
-0.000145927,80,0.75,Y,Y,Y,Y
-0.0000216,85.71,0.7,Y,Y,Y,Y
0.0000501,75,0.8,Y,Y,Y,Y
0.0000602,75,0.8,Y,Y,Y,Y
0.0000889,57.14,1.05,Y,Y,Y,Y
0.000176139,50,1.2,Y,Y,Y,Y
0.000272445,80,0.75,Y,Y,Y,Y
0.00033323,75,0.8,Y,Y,Y,Y
0.000364361,200,0.3,Y,Y,Y,Y
0.000390388,46.15,1.3,Y,Y,Y,Y
0.00042548,80,0.75,Y,Y,Y,Y
0.000475722,80,0.75,Y,Y,Y,Y
0.000537595,70.59,0.85,Y,Y,Y,Y
0.000592961,85.71,0.7,Y,Y,Y,Y
0.00063567,85.71,0.7,Y,Y,Y,Y
0.00068129,42.86,1.4,Y,Y,Y,Y
0.000758608,70.59,0.85,Y,Y,Y,Y
0.00086432,80,0.75,Y,Y,Y,Y
0.00093217,41.38,1.45,Y,Y,Y,Y
0.000949869,75,0.8,Y,Y,Y,Y
0.000995902,70.59,0.85,Y,Y,Y,Y
0.001089979,80,0.75,Y,Y,Y,Y
0.001181036,80,0.75,Y,Y,Y,Y
0.001250255,54.55,1.1,Y,Y,Y,Y
0.001300648,109.09,0.55,Y,Y,Y,Y
0.001339093,200,0.3,Y,Y,Y,Y
0.001389296,50,1.2,Y,Y,Y,Y
0.001455874,80,0.75,Y,Y,Y,Y
0.00151688,75,0.8,Y,Y,Y,Y
0.001555083,75,0.8,Y,Y,Y,Y
0.001555765,80,0.75,Y,Y,Y,Y
0.001536075,80,0.75,Y,Y,Y,Y
0.001526893,57.14,1.05,Y,Y,Y,Y
0.001480288,75,0.8,Y,Y,Y,Y
0.001362611,133.33,0.45,Y,Y,Y,Y
0.001243989,85.71,0.7,Y,Y,Y,Y
0.001156307,80,0.75,Y,Y,Y,Y
0.001043782,80,0.75,Y,Y,Y,Y
0.000874748,60,1,Y,Y,Y,Y
0.000665691,57.14,1.05,Y,Y,Y,Y
0.000441949,92.31,0.65,Y,Y,Y,Y
0.000222248,60,1,Y,Y,Y,Y
0.0000177,150,0.4,Y,Y,Y,Y
-0.000174529,60,1,Y,Y,Y,Y
-0.000381441,50,1.2,Y,Y,Y,Y
-0.000612687,75,0.8,Y,Y,Y,Y
-0.000832687,80,0.75,Y,Y,Y,Y
-0.001024506,85.71,0.7,Y,Y,Y,Y
-0.001217652,80,0.75,Y,Y,Y,Y
-0.00140455,80,0.75,Y,Y,Y,Y
-0.001532155,75,0.8,Y,Y,Y,Y
-0.001600021,75,0.8,Y,Y,Y,Y
-0.00165202,200,0.3,Y,Y,Y,Y
-0.001698736,50,1.2,Y,Y,Y,Y
-0.001719345,80,0.75,Y,Y,Y,Y
-0.001705105,70.59,0.85,Y,Y,Y,Y
-0.001667525,80,0.75,Y,Y,Y,Y
-0.001610111,80,0.75,Y,Y,Y,Y
-0.00153027,60,1,Y,Y,Y,Y
-0.001440716,133.33,0.45,Y,Y,Y,Y
0.000858365,80,0.75,Y,Y,Y,Y
0.000901495,75,0.8,Y,Y,Y,Y
0.000936496,240,0.25,Y,Y,Y,Y
0.000902907,50,1.2,Y,Y,Y,Y
0.000832615,80,0.75,Y,Y,Y,Y
0.000817482,75,0.8,Y,Y,Y,Y
0.000858531,60,1,Y,Y,Y,Y
0.000896898,133.33,0.45,Y,Y,Y,Y
0.000909054,80,0.75,Y,Y,Y,Y
0.000893697,80,0.75,Y,Y,Y,Y
0.000868069,54.55,1.1,Y,Y,Y,Y
0.000862387,75,0.8,Y,Y,Y,Y
0.000882503,52.17,1.15,Y,Y,Y,Y
0.000909009,80,0.75,Y,Y,Y,Y
0.000917687,57.14,1.05,Y,Y,Y,Y
0.000899914,133.33,0.45,Y,Y,Y,Y
0.000874613,41.38,1.45,Y,Y,Y,Y
0.000869026,80,0.75,Y,Y,Y,Y
0.000890059,70.59,0.85,Y,Y,Y,Y
0.000896809,109.09,0.55,Y,Y,Y,Y
0.000824362,54.55,1.1,Y,Y,Y,Y
0.000704964,57.14,1.05,Y,Y,Y,Y
0.000649143,120,0.5,Y,Y,Y,Y
0.000665204,75,0.8,Y,Y,Y,Y
0.00068119,80,0.75,Y,Y,Y,Y
0.000673282,75,0.8,Y,Y,Y,Y
0.000653555,70.59,0.85,Y,Y,Y,Y
0.000641835,109.09,0.55,Y,Y,Y,Y
0.000659248,240,0.25,Y,Y,Y,Y
0.000708521,75,0.8,Y,Y,Y,Y
0.000775651,80,0.75,Y,Y,Y,Y
0.000841004,80,0.75,Y,Y,Y,Y
0.000889804,75,0.8,Y,Y,Y,Y
0.000925626,75,0.8,Y,Y,Y,Y
0.00096929,70.59,0.85,Y,Y,Y,Y
0.001039692,75,0.8,Y,Y,Y,Y
0.001101979,75,0.8,Y,Y,Y,Y
0.001093347,54.55,1.1,Y,Y,Y,Y
0.001048204,120,0.5,Y,Y,Y,Y
0.001058434,41.38,1.45,Y,Y,Y,Y
0.001126245,80,0.75,Y,Y,Y,Y
0.001178978,80,0.75,Y,Y,Y,Y
0.001180641,70.59,0.85,Y,Y,Y,Y
0.00115056,85.71,0.7,Y,Y,Y,Y
0.001116433,75,0.8,Y,Y,Y,Y
0.001101719,75,0.8,Y,Y,Y,Y
0.001106691,66.67,0.9,Y,Y,Y,Y
0.001096725,70.59,0.85,Y,Y,Y,Y
0.001035732,75,0.8,Y,Y,Y,Y
0.000908695,70.59,0.85,Y,Y,Y,Y
0.000743326,75,0.8,Y,Y,Y,Y
0.000588209,200,0.3,Y,Y,Y,Y
0.000413554,109.09,0.55,Y,Y,Y,Y
0.000157283,75,0.8,Y,Y,Y,Y
-0.000124303,85.71,0.7,Y,Y,Y,Y
-0.000336665,85.71,0.7,Y,Y,Y,Y
-0.000500927,75,0.8,Y,Y,Y,Y
-0.000683185,60,1,Y,Y,Y,Y
-0.000884483,133.33,0.45,Y,Y,Y,Y
-0.001070752,80,0.75,Y,Y,Y,Y
-0.001228192,80,0.75,Y,Y,Y,Y
-0.001357278,75,0.8,Y,Y,Y,Y
-0.001449461,80,0.75,Y,Y,Y,Y
-0.001503498,80,0.75,Y,Y,Y,Y
-0.001541091,80,0.75,Y,Y,Y,Y
-0.001577954,75,0.8,Y,Y,Y,Y
-0.00159221,200,0.3,Y,Y,Y,Y
-0.001570464,46.15,1.3,Y,Y,Y,Y
-0.001564944,38.71,1.55,Y,Y,Y,Y
-0.001594569,80,0.75,Y,Y,Y,Y
-0.001587493,66.67,0.9,Y,Y,Y,Y
-0.00151383,80,0.75,Y,Y,Y,Y
-0.001420601,80,0.75,Y,Y,Y,Y
-0.001340715,75,0.8,Y,Y,Y,Y
-0.001270291,75,0.8,Y,Y,Y,Y
-0.001194301,75,0.8,Y,Y,Y,Y
-0.001106586,80,0.75,Y,Y,Y,Y
-0.001004801,75,0.8,Y,Y,Y,Y
-0.000892401,70.59,0.85,Y,Y,Y,Y
-0.000782138,75,0.8,Y,Y,Y,Y
-0.00068454,80,0.75,Y,Y,Y,Y
-0.000603966,80,0.75,Y,Y,Y,Y
-0.000523282,52.17,1.15,Y,Y,Y,Y
-0.000429265,120,0.5,Y,Y,Y,Y
-0.000361266,80,0.75,Y,Y,Y,Y
-0.000354082,85.71,0.7,Y,Y,Y,Y
-0.00034739,80,0.75,Y,Y,Y,Y
-0.00027688,80,0.75,Y,Y,Y,Y
-0.000179389,80,0.75,Y,Y,Y,Y
-0.000105959,240,0.25,Y,Y,Y,Y
-0.0000589,52.17,1.15,Y,Y,Y,Y
-0.000022,44.44,1.35,Y,Y,Y,Y
0.0000239,54.55,1.1,Y,Y,Y,Y
0.0000833,75,0.8,Y,Y,Y,Y
0.00014626,75,0.8,Y,Y,Y,Y
0.000198344,70.59,0.85,Y,Y,Y,Y
0.00022605,75,0.8,Y,Y,Y,Y
0.00023686,75,0.8,Y,Y,Y,Y
0.000249716,80,0.75,Y,Y,Y,Y
0.000275691,75,0.8,Y,Y,Y,Y
0.000314252,120,0.5,Y,Y,Y,Y
0.000321222,60,1,Y,Y,Y,Y
0.000262024,41.38,1.45,Y,Y,Y,Y
0.000202111,57.14,1.05,Y,Y,Y,Y
0.000211681,48,1.25,Y,Y,Y,Y
0.000262164,80,0.75,Y,Y,Y,Y
0.000289426,70.59,0.85,Y,Y,Y,Y
0.000278498,70.59,0.85,Y,Y,Y,Y
0.000253587,200,0.3,Y,Y,Y,Y
0.000239553,109.09,0.55,Y,Y,Y,Y
0.000252109,75,0.8,Y,Y,Y,Y
0.000287144,75,0.8,Y,Y,Y,Y
0.000324462,75,0.8,Y,Y,Y,Y
0.000337943,75,0.8,Y,Y,Y,Y
0.00032725,75,0.8,Y,Y,Y,Y
0.000323131,109.09,0.55,Y,Y,Y,Y
0.000341608,63.16,0.95,Y,Y,Y,Y
0.000375502,75,0.8,Y,Y,Y,Y
0.000393022,70.59,0.85,Y,Y,Y,Y
0.000356881,70.59,0.85,Y,Y,Y,Y
0.000305432,75,0.8,Y,Y,Y,Y
0.000328193,75,0.8,Y,Y,Y,Y
0.000430596,75,0.8,Y,Y,Y,Y
0.000540564,75,0.8,Y,Y,Y,Y
0.000615279,80,0.75,Y,Y,Y,Y
0.000664379,80,0.75,Y,Y,Y,Y
0.000719552,80,0.75,Y,Y,Y,Y
0.000807435,70.59,0.85,Y,Y,Y,Y
0.0009232,70.59,0.85,Y,Y,Y,Y
0.001029636,75,0.8,Y,Y,Y,Y
0.001100084,40,1.5,Y,Y,Y,Y
0.001133383,75,0.8,Y,Y,Y,Y
0.001137601,240,0.25,Y,Y,Y,Y
0.001143223,50,1.2,Y,Y,Y,Y
0.001175547,75,0.8,Y,Y,Y,Y
0.001179934,80,0.75,Y,Y,Y,Y
0.001091025,200,0.3,Y,Y,Y,Y
0.000973174,48,1.25,Y,Y,Y,Y
0.000920425,70.59,0.85,Y,Y,Y,Y
0.000898719,200,0.3,Y,Y,Y,Y
0.000822184,46.15,1.3,Y,Y,Y,Y
0.000666913,80,0.75,Y,Y,Y,Y
0.000463293,80,0.75,Y,Y,Y,Y
0.000245946,80,0.75,Y,Y,Y,Y
0.0000427,70.59,0.85,Y,Y,Y,Y
-0.000129214,80,0.75,Y,Y,Y,Y
-0.000292448,80,0.75,Y,Y,Y,Y
-0.000479898,70.59,0.85,Y,Y,Y,Y
-0.000688511,70.59,0.85,Y,Y,Y,Y
-0.000873891,54.55,1.1,Y,Y,Y,Y
-0.000995592,109.09,0.55,Y,Y,Y,Y
-0.001103968,75,0.8,Y,Y,Y,Y
-0.00125726,75,0.8,Y,Y,Y,Y
-0.001396741,70.59,0.85,Y,Y,Y,Y
-0.001452926,75,0.8,Y,Y,Y,Y
-0.001448242,75,0.8,Y,Y,Y,Y
-0.001435322,200,0.3,Y,Y,Y,Y
-0.00142511,50,1.2,Y,Y,Y,Y
-0.001404699,75,0.8,Y,Y,Y,Y
-0.001365727,66.67,0.9,Y,Y,Y,Y
-0.00130352,75,0.8,Y,Y,Y,Y
-0.001217469,240,0.25,Y,Y,Y,Y
-0.001112597,120,0.5,Y,Y,Y,Y
-0.001010854,75,0.8,Y,Y,Y,Y
-0.000927672,75,0.8,Y,Y,Y,Y
-0.000849352,75,0.8,Y,Y,Y,Y
-0.000749543,54.55,1.1,Y,Y,Y,Y
-0.000648645,50,1.2,Y,Y,Y,Y
-0.00060748,54.55,1.1,Y,Y,Y,Y
0.000111509,80,0.75,Y,Y,Y,Y
-0.000158669,50,1.2,Y,Y,Y,Y
-0.000403394,70.59,0.85,Y,Y,Y,Y
-0.000627663,57.14,1.05,Y,Y,Y,Y
-0.000849409,48,1.25,Y,Y,Y,Y
-0.001078865,75,0.8,Y,Y,Y,Y
-0.001314505,200,0.3,Y,Y,Y,Y
-0.001546018,120,0.5,Y,Y,Y,Y
-0.001768833,109.09,0.55,Y,Y,Y,Y
-0.001968374,60,1,Y,Y,Y,Y
-0.002128353,75,0.8,Y,Y,Y,Y
-0.002277435,54.55,1.1,Y,Y,Y,Y
-0.00243582,120,0.5,Y,Y,Y,Y
-0.002550622,80,0.75,Y,Y,Y,Y
-0.002577696,85.71,0.7,Y,Y,Y,Y
-0.002545313,75,0.8,Y,Y,Y,Y
-0.002506446,75,0.8,Y,Y,Y,Y
-0.002478433,75,0.8,Y,Y,Y,Y
-0.002437169,80,0.75,Y,Y,Y,Y
-0.002356607,80,0.75,Y,Y,Y,Y
-0.002226395,57.14,1.05,Y,Y,Y,Y
-0.002060232,75,0.8,Y,Y,Y,Y
-0.001888701,50,1.2,Y,Y,Y,Y
-0.001726838,52.17,1.15,Y,Y,Y,Y
-0.001567757,48,1.25,Y,Y,Y,Y
-0.001401861,75,0.8,Y,Y,Y,Y
-0.001231214,75,0.8,Y,Y,Y,Y
-0.001078935,70.59,0.85,Y,Y,Y,Y
-0.000952997,75,0.8,Y,Y,Y,Y
-0.000817152,75,0.8,Y,Y,Y,Y
-0.000658017,80,0.75,Y,Y,Y,Y
-0.000502723,70.59,0.85,Y,Y,Y,Y
-0.000363746,200,0.3,Y,Y,Y,Y
-0.000241427,44.44,1.35,Y,Y,Y,Y
-0.000136248,80,0.75,Y,Y,Y,Y
-0.0000349,80,0.75,Y,Y,Y,Y
0.0000725,42.86,1.4,Y,Y,Y,Y
0.000178191,240,0.25,Y,Y,Y,Y
0.000267837,200,0.3,Y,Y,Y,Y
0.000339127,48,1.25,Y,Y,Y,Y
0.000410858,75,0.8,Y,Y,Y,Y
0.000493593,70.59,0.85,Y,Y,Y,Y
0.000574529,75,0.8,Y,Y,Y,Y
0.000657164,200,0.3,Y,Y,Y,Y
0.000778781,48,1.25,Y,Y,Y,Y
0.000946001,75,0.8,Y,Y,Y,Y
0.00111499,70.59,0.85,Y,Y,Y,Y
0.00125768,70.59,0.85,Y,Y,Y,Y
0.001382377,240,0.25,Y,Y,Y,Y
0.001502591,48,1.25,Y,Y,Y,Y
0.001625616,80,0.75,Y,Y,Y,Y
0.001747723,171.43,0.35,Y,Y,Y,Y
0.001850454,75,0.8,Y,Y,Y,Y
0.001920332,133.33,0.45,Y,Y,Y,Y
0.001953573,85.71,0.7,Y,Y,Y,Y
0.001962991,75,0.8,Y,Y,Y,Y
0.001946272,80,0.75,Y,Y,Y,Y
0.001875944,57.14,1.05,Y,Y,Y,Y
0.001781525,133.33,0.45,Y,Y,Y,Y
0.001715941,85.71,0.7,Y,Y,Y,Y
0.001664925,75,0.8,Y,Y,Y,Y
0.001585039,171.43,0.35,Y,Y,Y,Y
0.00146303,48,1.25,Y,Y,Y,Y
0.001309855,80,0.75,Y,Y,Y,Y
0.00114162,70.59,0.85,Y,Y,Y,Y
0.000967285,75,0.8,Y,Y,Y,Y
0.000783613,66.67,0.9,Y,Y,Y,Y
0.000581032,80,0.75,Y,Y,Y,Y
0.000348903,200,0.3,Y,Y,Y,Y
0.000101969,48,1.25,Y,Y,Y,Y
-0.000123003,70.59,0.85,Y,Y,Y,Y
-0.000335534,80,0.75,Y,Y,Y,Y
-0.000554739,57.14,1.05,Y,Y,Y,Y
-0.000739993,133.33,0.45,Y,Y,Y,Y
-0.000869302,80,0.75,Y,Y,Y,Y
-0.00098474,70.59,0.85,Y,Y,Y,Y
-0.001112038,75,0.8,Y,Y,Y,Y
-0.001230242,40,1.5,Y,Y,Y,Y
-0.001318601,75,0.8,Y,Y,Y,Y
-0.001368926,200,0.3,Y,Y,Y,Y
-0.00138734,44.44,1.35,Y,Y,Y,Y
-0.001389607,240,0.25,Y,Y,Y,Y
-0.001383741,48,1.25,Y,Y,Y,Y
-0.00137827,54.55,1.1,Y,Y,Y,Y
-0.001377225,120,0.5,Y,Y,Y,Y
-0.001366996,80,0.75,Y,Y,Y,Y
-0.001350707,80,0.75,Y,Y,Y,Y
-0.001353143,80,0.75,Y,Y,Y,Y
-0.001356109,60,1,Y,Y,Y,Y
-0.001319848,70.59,0.85,Y,Y,Y,Y
-0.001257344,75,0.8,Y,Y,Y,Y
-0.001204588,100,0.6,Y,Y,Y,Y
-0.001173333,66.67,0.9,Y,Y,Y,Y
-0.001148137,66.67,0.9,Y,Y,Y,Y
-0.001110976,75,0.8,Y,Y,Y,Y
-0.001061563,63.16,0.95,Y,Y,Y,Y
-0.000995006,48,1.25,Y,Y,Y,Y
-0.000906066,133.33,0.45,Y,Y,Y,Y
