stable;hr;br;hrv;hr_wfm;br_wfm;is_sleep;status;session_id;created_at;uid
3;69;10;0.9;-74.571;-614.61;1;Miss threshold;1;17:12:42.423;107
3;69;10;0.9;-89.162;-685.61;1;Miss threshold;1;17:12:42.475;108
3;69;10;0.9;-65.506;-745.489;1;Miss threshold;1;17:12:42.523;109
3;69;10;0.9;-24.147;-792.164;1;Miss threshold;1;17:12:42.570;110
3;69;10;0.9;-5.559;-828.48;1;Miss threshold;1;17:12:42.667;111
3;69;10;0.9;-31.659;-857.438;1;Miss threshold;1;17:12:42.716;112
3;69;10;0.9;-76.641;-881.147;1;Miss threshold;1;17:12:42.763;113
3;69;10;0.9;-91.051;-896.684;1;Miss threshold;1;17:12:42.815;114
3;69;10;0.9;-52.942;-900.986;1;Miss threshold;1;17:12:42.864;115
3;69;10;0.9;2.84;-897.99;1;Miss threshold;1;17:12:42.910;116
3;69;10;0.9;20.115;-891.533;1;Miss threshold;1;17:12:42.963;117
3;69;10;0.9;-6.545;-882.902;1;Miss threshold;1;17:12:43.009;118
3;69;11;0.9;-26.72;-871.088;1;Miss threshold;1;17:12:43.056;119
3;69;11;0.9;-4.196;-855.499;1;Miss threshold;1;17:12:43.107;120
3;69;11;0.9;37.511;-839.288;1;Miss threshold;1;17:12:43.154;121
3;69;11;0.9;52.293;-824.019;1;Miss threshold;1;17:12:43.207;122
3;69;11;0.9;36.042;-808.657;1;Miss threshold;1;17:12:43.252;123
3;69;11;0.9;24.992;-791.216;1;Miss threshold;1;17:12:43.300;124
3;69;11;0.9;42.041;-767.452;1;Miss threshold;1;17:12:43.349;125
3;69;11;0.9;74.151;-731.827;1;Miss threshold;1;17:12:43.397;126
3;69;11;0.9;88.555;-684.944;1;Miss threshold;1;17:12:43.446;127
3;69;11;0.9;57.546;-631.58;1;Miss threshold;1;17:12:43.496;128
3;69;11;0.9;-10.956;-574.332;1;Miss threshold;1;17:12:43.543;129
3;69;11;0.9;-74.143;-518.074;1;Miss threshold;1;17:12:43.593;130
3;69;11;0.9;-98.086;-464.724;1;Miss threshold;1;17:12:43.643;131
3;69;11;0.9;-76.59;-409.195;1;Miss threshold;1;17:12:43.691;132
3;69;11;0.9;-20.961;-345.506;1;Miss threshold;1;17:12:43.739;133
3;69;11;0.9;36.878;-272.18;1;Miss threshold;1;17:12:43.787;134
3;69;11;0.9;52.379;-193.52;1;Miss threshold;1;17:12:43.837;135
3;69;11;0.9;14.001;-109.811;1;Miss threshold;1;17:12:43.893;136
3;69;11;0.9;-30.365;-17.181;1;Miss threshold;1;17:12:43.934;137
3;69;11;0.9;-31.088;84.359;1;Miss threshold;1;17:12:43.982;138
3;69;11;0.9;-0.177;195.692;1;Miss threshold;1;17:12:44.033;139
3;69;11;0.9;21.929;320.618;1;Miss threshold;1;17:12:44.082;140
3;69;11;0.9;20.894;458.339;1;Miss threshold;1;17:12:44.129;141
3;69;11;0.9;-4.091;599.183;1;Miss threshold;1;17:12:44.180;142
3;69;11;0.9;-57.779;731.024;1;Miss threshold;1;17:12:44.230;143
3;69;11;0.9;-119.848;846.929;1;Miss threshold;1;17:12:44.276;144
3;69;11;0.9;-140.526;942.328;1;Miss threshold;1;17:12:44.328;145
3;69;11;0.9;-95.134;1014.377;1;Miss threshold;1;17:12:44.373;146
3;69;11;0.9;-10.732;1065.172;1;Miss threshold;1;17:12:44.422;147
3;69;11;0.9;71.955;1099.999;1;Miss threshold;1;17:12:44.471;148
3;69;11;0.9;131.511;1124.098;1;Miss threshold;1;17:12:44.519;149
3;69;11;0.9;160.049;1141.005;1;Miss threshold;1;17:12:44.569;150
3;69;12;0.9;150.804;1150.439;1;Miss threshold;1;17:12:44.618;151
3;69;12;0.9;103.219;1150.35;1;Miss threshold;1;17:12:44.666;152
3;69;12;0.9;36.211;1139.551;1;Miss threshold;1;17:12:44.764;153
3;69;12;0.9;-22.542;1113.057;1;Miss threshold;1;17:12:44.766;154
3;69;12;0.9;-61.232;1067.149;1;Miss threshold;1;17:12:44.862;155
3;69;12;0.9;-77.0;1003.287;1;Miss threshold;1;17:12:44.914;156
3;69;12;0.9;-67.116;920.45;1;Miss threshold;1;17:12:44.963;157
3;69;12;0.9;-42.85;818.767;1;Miss threshold;1;17:12:45.007;158
3;69;12;0.9;-19.189;702.325;1;Miss threshold;1;17:12:45.056;159
3;69;12;0.9;3.655;575.38;1;Miss threshold;1;17:12:45.152;160
3;69;12;0.9;30.956;445.424;1;Miss threshold;1;17:12:45.153;161
3;69;12;0.9;62.94;322.702;1;Miss threshold;1;17:12:45.205;162
3;69;12;0.9;86.532;211.318;1;Miss threshold;1;17:12:45.251;163
3;69;12;0.9;68.571;105.454;1;Miss threshold;1;17:12:45.348;164
3;69;12;0.9;-9.388;-0.605;1;Miss threshold;1;17:12:45.445;165
3;69;12;0.9;-99.174;-103.395;1;Miss threshold;1;17:12:45.447;166
3;69;12;0.9;-115.975;-194.164;1;Miss threshold;1;17:12:45.545;167
3;69;12;0.9;-40.115;-265.626;1;Miss threshold;1;17:12:45.547;168
3;69;12;0.9;53.226;-312.595;1;Miss threshold;1;17:12:45.592;169
3;69;12;0.9;82.897;-331.412;1;Miss threshold;1;17:12:45.689;170
3;69;12;0.9;37.982;-326.213;1;Miss threshold;1;17:12:45.691;171
3;69;12;0.9;-46.274;-309.524;1;Miss threshold;1;17:12:45.740;172
3;69;12;0.9;-132.341;-292.598;1;Miss threshold;1;17:12:45.786;173
3;69;12;0.9;-181.943;-282.366;1;Miss threshold;1;17:12:45.836;174
3;69;12;0.9;-166.817;-284.495;1;Miss threshold;1;17:12:45.884;175
3;69;12;0.9;-99.513;-305.137;1;Miss threshold;1;17:12:45.934;176
3;69;12;0.9;-25.066;-349.378;1;Miss threshold;1;17:12:46.030;177
3;69;12;0.9;30.707;-415.68;1;Miss threshold;1;17:12:46.079;178
3;69;12;0.9;85.664;-496.554;1;Miss threshold;1;17:12:46.128;179
3;69;12;0.9;159.368;-583.494;1;Miss threshold;1;17:12:46.226;180
3;69;12;0.9;229.829;-667.521;1;Miss threshold;1;17:12:46.229;181
3;69;12;0.9;250.94;-744.452;1;Miss threshold;1;17:12:46.275;182
3;70;14;0.9;200.038;-812.511;1;Miss threshold;1;17:12:46.326;183
3;70;14;0.9;106.376;-866.584;1;Miss threshold;1;17:12:46.376;184
3;70;14;0.9;25.327;-903.725;1;Miss threshold;1;17:12:46.422;185
3;70;14;0.9;-21.922;-924.02;1;Miss threshold;1;17:12:46.471;186
3;70;14;0.9;-57.132;-927.373;1;Miss threshold;1;17:12:46.519;187
3;70;14;0.9;-98.678;-915.389;1;Miss threshold;1;17:12:46.567;188
3;70;14;0.9;-139.054;-891.004;1;Miss threshold;1;17:12:46.665;189
3;70;14;0.9;-156.103;-851.868;1;Miss threshold;1;17:12:46.714;190
3;70;14;0.9;-129.865;-792.012;1;Miss threshold;1;17:12:46.762;191
3;70;14;0.9;-68.832;-708.97;1;Miss threshold;1;17:12:46.810;192
3;70;14;0.9;-16.744;-603.489;1;Miss threshold;1;17:12:46.859;193
3;70;14;0.9;-7.584;-475.828;1;Miss threshold;1;17:12:46.910;194
3;70;14;0.9;-29.172;-328.965;1;Miss threshold;1;17:12:46.958;195
3;70;14;0.9;-49.889;-168.286;1;Miss threshold;1;17:12:47.007;196
3;70;14;0.9;-57.842;-1.176;1;Miss threshold;1;17:12:47.055;197
3;70;14;0.9;-63.316;161.039;1;Miss threshold;1;17:12:47.102;198
3;70;14;0.9;-68.403;314.122;1;Miss threshold;1;17:12:47.151;199
3;70;14;0.9;-43.936;461.218;1;Miss threshold;1;17:12:47.200;200
3;70;14;0.9;27.377;600.572;1;Miss threshold;1;17:12:47.254;201
3;70;14;0.9;96.255;722.494;1;Miss threshold;1;17:12:47.300;202
3;70;14;0.9;96.523;818.128;1;Miss threshold;1;17:12:47.397;203
3;70;14;0.9;42.61;885.553;1;Miss threshold;1;17:12:47.400;204
3;70;14;0.9;14.746;924.257;1;Miss threshold;1;17:12:47.446;205
3;70;14;0.9;49.92;934.202;1;Miss threshold;1;17:12:47.542;206
3;70;14;0.9;104.62;916.371;1;Miss threshold;1;17:12:47.590;207
3;70;14;0.9;119.356;868.215;1;Miss threshold;1;17:12:47.642;208
3;70;14;0.9;79.892;786.839;1;Miss threshold;1;17:12:47.688;209
3;70;14;0.9;23.624;673.795;1;Miss threshold;1;17:12:47.737;210
3;70;14;0.9;-2.614;531.413;1;Miss threshold;1;17:12:47.785;211
3;70;14;0.9;6.292;361.108;1;Miss threshold;1;17:12:47.834;212
3;70;14;0.9;24.928;173.063;1;Miss threshold;1;17:12:47.883;213
3;70;14;0.9;51.761;-13.794;1;Miss threshold;1;17:12:47.931;214
3;77;15;0.8;92.506;-189.657;1;Miss threshold;1;17:12:47.981;215
3;77;15;0.8;101.391;-355.662;1;Miss threshold;1;17:12:48.029;216
3;77;15;0.8;30.232;-508.676;1;Miss threshold;1;17:12:48.080;217
3;77;15;0.8;-78.351;-641.957;1;Miss threshold;1;17:12:48.128;218
3;77;15;0.8;-141.403;-756.755;1;Miss threshold;1;17:12:48.176;219
3;77;15;0.8;-153.548;-860.994;1;Miss threshold;1;17:12:48.224;220
3;77;15;0.8;-164.311;-956.116;1;Miss threshold;1;17:12:48.273;221
3;77;15;0.8;-167.947;-1033.359;1;Miss threshold;1;17:12:48.321;222
3;77;15;0.8;-112.957;-1084.995;1;Miss threshold;1;17:12:48.370;223
3;77;15;0.8;-12.972;-1112.363;1;Miss threshold;1;17:12:48.423;224
3;77;15;0.8;45.637;-1119.608;1;Miss threshold;1;17:12:48.518;225
3;77;15;0.8;25.103;-1105.713;1;Miss threshold;1;17:12:48.525;226
3;77;15;0.8;-12.411;-1068.809;1;Miss threshold;1;17:12:48.565;227
3;77;15;0.8;0.032;-1007.83;1;Miss threshold;1;17:12:48.616;228
3;77;15;0.8;48.076;-925.235;1;Miss threshold;1;17:12:48.665;229
3;77;15;0.8;64.192;-831.397;1;Miss threshold;1;17:12:48.714;230
3;77;15;0.8;16.739;-734.353;1;Miss threshold;1;17:12:48.762;231
3;77;15;0.8;-42.151;-634.92;1;Miss threshold;1;17:12:48.809;232
3;77;15;0.8;-36.666;-531.711;1;Miss threshold;1;17:12:48.859;233
3;77;15;0.8;35.657;-424.262;1;Miss threshold;1;17:12:48.908;234
3;77;15;0.8;100.979;-316.308;1;Miss threshold;1;17:12:48.956;235
3;77;15;0.8;98.514;-211.502;1;Miss threshold;1;17:12:49.005;236
3;77;15;0.8;48.855;-108.724;1;Miss threshold;1;17:12:49.053;237
3;77;15;0.8;21.557;-3.474;1;Miss threshold;1;17:12:49.102;238
3;77;15;0.8;47.454;109.136;1;Miss threshold;1;17:12:49.152;239
3;77;15;0.8;82.639;227.144;1;Miss threshold;1;17:12:49.202;240
3;77;15;0.8;59.593;342.471;1;Miss threshold;1;17:12:49.250;241
3;77;15;0.8;-28.919;450.225;1;Miss threshold;1;17:12:49.297;242
3;77;15;0.8;-112.849;548.495;1;Miss threshold;1;17:12:49.346;243
3;77;15;0.8;-128.869;633.583;1;Miss threshold;1;17:12:49.395;244
3;77;15;0.8;-89.362;703.634;1;Miss threshold;1;17:12:49.445;245
3;77;15;0.8;-43.323;760.611;1;Miss threshold;1;17:12:49.496;246
3;82;17;0.7;-9.521;808.875;1;Miss threshold;1;17:12:49.591;247
3;82;17;0.7;24.89;855.025;1;Miss threshold;1;17:12:49.638;248
3;82;17;0.7;60.154;899.938;1;Miss threshold;1;17:12:49.687;249
3;82;17;0.7;63.56;937.723;1;Miss threshold;1;17:12:49.736;250
3;82;17;0.7;13.893;964.324;1;Miss threshold;1;17:12:49.786;251
3;82;17;0.7;-54.665;975.563;1;Miss threshold;1;17:12:49.833;252
3;82;17;0.7;-92.317;964.002;1;Miss threshold;1;17:12:49.882;253
3;82;17;0.7;-91.816;922.632;1;Miss threshold;1;17:12:49.931;254
3;82;17;0.7;-72.729;849.392;1;Miss threshold;1;17:12:49.980;255
3;82;17;0.7;-39.219;745.57;1;Miss threshold;1;17:12:50.028;256
3;82;17;0.7;14.77;614.694;1;Miss threshold;1;17:12:50.076;257
3;82;17;0.7;82.97;465.845;1;Miss threshold;1;17:12:50.175;258
3;82;17;0.7;146.633;308.248;1;Miss threshold;1;17:12:50.224;259
3;82;17;0.7;178.542;146.178;1;Miss threshold;1;17:12:50.272;260
3;82;17;0.7;154.57;-19.605;1;Miss threshold;1;17:12:50.321;261
3;82;17;0.7;82.674;-187.136;1;Miss threshold;1;17:12:50.368;262
3;82;17;0.7;10.976;-349.846;1;Miss threshold;1;17:12:50.467;263
3;82;17;0.7;-17.821;-503.609;1;Miss threshold;1;17:12:50.470;264
3;82;17;0.7;-19.462;-650.771;1;Miss threshold;1;17:12:50.517;265
3;82;17;0.7;-37.736;-788.525;1;Miss threshold;1;17:12:50.565;266
3;82;17;0.7;-63.356;-905.179;1;Miss threshold;1;17:12:50.613;267
3;82;17;0.7;-51.59;-994.68;1;Miss threshold;1;17:12:50.662;268
3;82;17;0.7;-19.519;-1062.189;1;Miss threshold;1;17:12:50.711;269
3;82;17;0.7;-34.584;-1112.908;1;Miss threshold;1;17:12:50.760;270
3;82;17;0.7;-97.853;-1144.59;1;Miss threshold;1;17:12:50.808;271
3;82;17;0.7;-132.002;-1156.851;1;Miss threshold;1;17:12:50.859;272
3;82;17;0.7;-101.903;-1156.158;1;Miss threshold;1;17:12:50.915;273
3;82;17;0.7;-54.187;-1143.567;1;Miss threshold;1;17:12:50.957;274
3;82;17;0.7;-21.703;-1113.14;1;Miss threshold;1;17:12:51.003;275
3;82;17;0.7;12.808;-1064.296;1;Miss threshold;1;17:12:51.052;276
3;82;17;0.7;50.562;-1000.165;1;Miss threshold;1;17:12:51.100;277
3;82;17;0.7;64.569;-921.478;1;Miss threshold;1;17:12:51.153;278
3;89;20;0.6;49.77;-830.431;1;Miss threshold;1;17:12:51.247;279
3;89;20;0.6;29.892;-728.446;1;Miss threshold;1;17:12:51.295;280
3;89;20;0.6;29.35;-612.225;1;Miss threshold;1;17:12:51.346;281
3;89;20;0.6;53.607;-478.373;1;Miss threshold;1;17:12:51.393;282
3;89;20;0.6;79.107;-327.9;1;Miss threshold;1;17:12:51.445;283
3;89;20;0.6;70.631;-164.342;1;Miss threshold;1;17:12:51.492;284
3;89;20;0.6;21.758;8.239;1;Miss threshold;1;17:12:51.590;285
3;89;20;0.6;-38.965;182.259;1;Miss threshold;1;17:12:51.636;286
3;89;20;0.6;-86.485;346.513;1;Miss threshold;1;17:12:51.686;287
3;89;20;0.6;-116.595;491.78;1;Miss threshold;1;17:12:51.734;288
3;89;20;0.6;-119.039;617.554;1;Miss threshold;1;17:12:51.832;289
3;89;20;0.6;-67.626;731.403;1;Miss threshold;1;17:12:51.880;290
3;89;20;0.6;37.329;841.05;1;Miss threshold;1;17:12:51.929;291
3;89;20;0.6;136.817;948.787;1;Miss threshold;1;17:12:51.978;292
3;89;20;0.6;154.765;1049.24;1;Miss threshold;1;17:12:52.026;293
3;89;20;0.6;72.943;1133.135;1;Miss threshold;1;17:12:52.075;294
3;89;20;0.6;-48.187;1191.561;1;Miss threshold;1;17:12:52.124;295
3;89;20;0.6;-125.143;1218.655;1;Miss threshold;1;17:12:52.172;296
3;89;20;0.6;-120.745;1212.28;1;Miss threshold;1;17:12:52.224;297
3;89;20;0.6;-64.153;1168.503;1;Miss threshold;1;17:12:52.270;298
3;89;20;0.6;-11.089;1085.643;1;Miss threshold;1;17:12:52.318;299
3;89;20;0.6;25.7;975.183;1;Miss threshold;1;17:12:52.367;300
3;89;20;0.6;85.757;853.631;1;Miss threshold;1;17:12:52.416;301
3;89;20;0.6;172.274;728.183;1;Miss threshold;1;17:12:52.465;302
3;89;20;0.6;210.958;600.948;1;Miss threshold;1;17:12:52.514;303
3;89;20;0.6;147.397;474.184;1;Miss threshold;1;17:12:52.565;304
3;89;20;0.6;23.844;346.431;1;Miss threshold;1;17:12:52.613;305
3;89;20;0.6;-76.926;217.11;1;Miss threshold;1;17:12:52.660;306
3;89;20;0.6;-112.137;89.441;1;Miss threshold;1;17:12:52.709;307
3;89;20;0.6;-93.967;-32.938;1;Miss threshold;1;17:12:52.758;308
3;89;20;0.6;-54.933;-140.725;1;Miss threshold;1;17:12:52.806;309
3;89;20;0.6;-12.033;-223.442;1;Miss threshold;1;17:12:52.856;310
3;95;22;0.6;20.714;-279.418;1;Miss threshold;1;17:12:52.904;311
3;95;22;0.6;13.102;-312.061;1;Miss threshold;1;17:12:52.953;312
3;95;22;0.6;-44.108;-324.802;1;Miss threshold;1;17:12:53.003;313
3;95;22;0.6;-106.782;-317.992;1;Miss threshold;1;17:12:53.051;314
3;95;22;0.6;-118.762;-291.247;1;Miss threshold;1;17:12:53.100;315
3;95;22;0.6;-80.927;-250.884;1;Miss threshold;1;17:12:53.148;316
3;95;22;0.6;-50.423;-206.121;1;Miss threshold;1;17:12:53.200;317
3;95;22;0.6;-60.35;-163.481;1;Miss threshold;1;17:12:53.246;318
3;95;22;0.6;-76.73;-127.908;1;Miss threshold;1;17:12:53.295;319
3;95;22;0.6;-50.438;-100.736;1;Miss threshold;1;17:12:53.347;320
3;95;22;0.6;25.421;-77.958;1;Miss threshold;1;17:12:53.392;321
3;95;22;0.6;115.798;-55.46;1;Miss threshold;1;17:12:53.441;322
3;95;22;0.6;171.69;-34.08;1;Miss threshold;1;17:12:53.489;323
3;95;22;0.6;160.723;-19.104;1;Miss threshold;1;17:12:53.538;324
3;95;22;0.6;92.982;-16.26;1;Miss threshold;1;17:12:53.587;325
3;95;22;0.6;22.697;-23.842;1;Miss threshold;1;17:12:53.637;326
3;95;22;0.6;9.774;-33.981;1;Miss threshold;1;17:12:53.685;327
3;95;22;0.6;56.3;-43.347;1;Miss threshold;1;17:12:53.735;328
3;95;22;0.6;95.935;-50.883;1;Miss threshold;1;17:12:53.782;329
3;95;22;0.6;73.73;-54.888;1;Miss threshold;1;17:12:53.831;330
3;95;22;0.6;5.216;-57.045;1;Miss threshold;1;17:12:53.880;331
3;95;22;0.6;-56.164;-55.475;1;Miss threshold;1;17:12:53.929;332
3;95;22;0.6;-74.208;-46.428;1;Miss threshold;1;17:12:53.980;333
3;95;22;0.6;-57.999;-29.913;1;Miss threshold;1;17:12:54.026;334
3;95;22;0.6;-47.641;-7.427;1;Miss threshold;1;17:12:54.074;335
3;95;22;0.6;-68.053;16.254;1;Miss threshold;1;17:12:54.122;336
3;95;22;0.6;-101.288;40.77;1;Miss threshold;1;17:12:54.172;337
3;95;22;0.6;-103.417;69.785;1;Miss threshold;1;17:12:54.222;338
3;95;22;0.6;-57.267;104.399;1;Miss threshold;1;17:12:54.271;339
3;95;22;0.6;1.768;145.377;1;Miss threshold;1;17:12:54.366;340
3;95;22;0.6;24.427;187.089;1;Miss threshold;1;17:12:54.416;341
3;95;22;0.6;-5.744;220.643;1;Miss threshold;1;17:12:54.468;342
3;102;24;0.6;-55.408;242.387;1;Miss threshold;1;17:12:54.561;343
3;102;24;0.6;-70.243;248.579;1;Miss threshold;1;17:12:54.611;344
3;102;24;0.6;-35.369;235.09;1;Miss threshold;1;17:12:54.660;345
3;102;24;0.6;18.804;203.277;1;Miss threshold;1;17:12:54.708;346
3;102;24;0.6;69.462;159.252;1;Miss threshold;1;17:12:54.758;347
3;102;24;0.6;116.623;108.628;1;Miss threshold;1;17:12:54.806;348
